RamanShift (cm-1)	00:00:56	00:01:25	00:01:55	00:02:26
2988.0000	10069.93443827	9977.61262676	9972.16069000	10176.94392641
2987.0000	10347.13670716	10346.51392991	10288.66638450	10426.54508928
2986.0000	10636.54113866	10739.65056355	10620.92663147	10649.37847069
2985.0000	10972.35455428	11156.86535837	10983.22509214	10940.44752786
2984.0000	11351.10180469	11585.83488545	11397.35083052	11312.46650065
2983.0000	11769.59109035	11980.62053746	11840.65265584	11720.54550370
2982.0000	12227.60072541	12332.08704791	12293.08453986	12141.34547061
2981.0000	12708.35935912	12691.82314196	12778.33611803	12593.12582786
2980.0000	13198.83865853	13109.88206425	13291.47170467	13096.08752639
2979.0000	13731.09252772	13603.88656543	13786.33337617	13645.13338735
2978.0000	14352.40701505	14172.93534782	14291.50297530	14239.62188984
2977.0000	15023.42305455	14782.58785157	14898.65053207	14891.21063107
2976.0000	15621.60405417	15376.17256855	15598.55159889	15568.66922011
2975.0000	16130.18808938	15973.95544513	16294.38640033	16226.37618342
2974.0000	16726.79830870	16700.64276234	16974.55975061	16914.62932681
2973.0000	17539.32866855	17606.80370213	17697.06547521	17717.66609743
2972.0000	18430.16411038	18528.48169381	18470.35121351	18584.06017771
2971.0000	19224.64765383	19284.33763277	19325.44905609	19407.55032966
2970.0000	20024.25002510	19977.70089047	20368.34191577	20242.91928317
2969.0000	21042.58351076	20909.30513509	21592.70284435	21247.37564982
2968.0000	22252.48098586	22181.75644884	22829.33982723	22470.41405260
2967.0000	23472.36685781	23598.27501600	24020.80674784	23847.84780835
2966.0000	24709.02259655	24991.92905625	25325.26800445	25302.14339621
2965.0000	26149.11736326	26430.50851961	26842.91949108	26769.92111858
2964.0000	27860.02959917	28014.67001314	28468.09178694	28251.41637080
2963.0000	29706.54930030	29699.60737561	30101.30612421	29846.54292383
2962.0000	31540.20373686	31436.63596128	31822.29608487	31646.49938825
2961.0000	33347.06810121	33301.96702932	33774.73745558	33651.47502243
2960.0000	35256.70706819	35377.70267468	35987.14058672	35845.34428910
2959.0000	37473.42033957	37661.40232900	38366.01915063	38224.93554277
2958.0000	40108.59917820	40156.04996666	40837.71584002	40749.50911705
2957.0000	43037.82068222	42914.78136500	43466.78303195	43420.54169116
2956.0000	46070.33503563	45987.11661308	46412.30693206	46382.73689664
2955.0000	49306.09255087	49431.54329497	49787.80576152	49804.11737284
2954.0000	53111.45628350	53338.21164205	53637.75504989	53729.23735264
2953.0000	57654.88880184	57765.27531350	58070.80160006	58162.31651736
2952.0000	62751.89142555	62760.41143726	63321.67879184	63200.55704905
2951.0000	68355.97183202	68516.34217958	69612.28553767	69040.92294317
2950.0000	74923.93596370	75386.08838164	77031.97896362	75986.47481377
2949.0000	83068.01711795	83704.77038447	85668.43611398	84456.13475658
2948.0000	93149.62500578	93755.61948893	95854.10893162	94886.47236912
2947.0000	105519.69830952	106004.34478607	108246.27279615	107701.50565154
2946.0000	120859.29220275	121223.30643794	123668.14344538	123454.24309850
2945.0000	139846.22011456	140140.30220606	142777.54775464	142754.75668038
2944.0000	162515.88449871	162815.50314385	165661.05453009	165755.18569268
2943.0000	187978.61718957	188278.87544326	191478.03485970	191592.55611005
2942.0000	214276.95637369	214520.92235552	218155.38462672	218145.63558604
2941.0000	238176.02201327	238483.17223758	242216.37925556	242059.46668239
2940.0000	255613.03972829	256249.84472831	259350.07412461	259221.72064930
2939.0000	263185.00738322	264192.78544010	266068.15652584	266059.71314160
2938.0000	259675.40452947	260810.31688336	261414.78523598	261269.39966296
2937.0000	246529.63628523	247654.13672982	247308.11121393	246729.56591630
2936.0000	227309.25610177	228485.01511380	227573.50549940	226736.16381562
2935.0000	206548.31808138	207671.26316792	206660.29346479	206064.45944642
2934.0000	188334.73015382	189106.35069523	188485.31692168	188356.49442615
2933.0000	175281.06706792	175669.84080093	175586.67321465	175758.65586950
2932.0000	168477.26253811	168815.80175921	169045.70330342	169310.45710974
2931.0000	168058.67687373	168541.27826669	169046.79578044	169230.38259477
2930.0000	173612.76560781	174062.06664128	175252.83697776	175100.42938980
2929.0000	184222.12910091	184549.19029418	186714.69320085	186098.72275944
2928.0000	198368.54016191	198938.38753538	201742.78455993	200854.25998573
2927.0000	213872.83482889	215085.47139044	217915.44009305	216982.98688629
2926.0000	227974.03274865	229644.33489535	232158.18224313	231221.33984947
2925.0000	237645.55394995	239166.50339273	241217.10418652	240375.67777126
2924.0000	240310.85615812	241415.06273536	242765.32410343	242249.95631412
2923.0000	234934.94018998	235937.28736273	236455.15212911	236168.98359245
2922.0000	222689.80459417	223909.68226022	223880.75359828	223282.55508779
2921.0000	206256.85589840	207569.14141063	207485.03343382	206273.78569594
2920.0000	188321.84092204	189448.08167281	189526.84222902	188128.43835850
2919.0000	170763.55729093	171693.90345717	171774.33643952	170832.75255519
2918.0000	154743.34702571	155644.98005776	155495.18671059	155114.62492935
2917.0000	140799.09001765	141726.52657615	141336.51612768	141092.15020436
2916.0000	128876.79458518	129782.19877251	129351.69822254	128879.76066463
2915.0000	118722.66028573	119584.86856589	119291.20895199	118625.91821391
2914.0000	110208.67027133	110951.55462387	110819.64783828	110209.41844981
2913.0000	103159.44260214	103569.35353294	103580.17869297	103170.15431833
2912.0000	97211.40130903	97152.67366315	97326.84369917	97086.40876090
2911.0000	92074.26876132	91747.00017729	92023.87296244	91888.22458135
2910.0000	87716.00461352	87531.56940269	87703.95809454	87657.15775134
2909.0000	84200.84716866	84401.13671758	84296.64580790	84310.72813498
2908.0000	81524.28331925	82024.45648892	81683.51839335	81694.06722386
2907.0000	79619.91038112	80189.89305360	79811.68062562	79802.71562741
2906.0000	78396.12228423	78876.78886657	78652.20975874	78684.76605818
2905.0000	77765.55866766	78119.67332067	78129.17130610	78234.75704563
2904.0000	77673.57580907	77946.16519380	78165.18539578	78245.06080708
2903.0000	78053.26957662	78339.29651178	78716.51047013	78577.58501877
2902.0000	78762.17805744	79174.24302903	79670.31679525	79192.47269141
2901.0000	79629.75203354	80229.68353426	80755.48418152	80068.00501815
2900.0000	80533.87712208	81253.21439690	81661.66637909	81116.10294170
2899.0000	81340.81718071	82002.62884722	82240.98252923	82111.11945082
2898.0000	81811.36883454	82303.44200479	82496.19415599	82707.09509316
2897.0000	81717.50221857	82124.38607346	82380.77323937	82608.40943563
2896.0000	81092.73597893	81566.25857216	81776.15909982	81778.89161048
2895.0000	80262.01834839	80773.34974606	80761.15041840	80520.31354775
2894.0000	79590.18910666	79918.91622489	79773.19316087	79365.01143513
2893.0000	79285.63129225	79278.83000409	79327.38646335	78815.92767570
2892.0000	79418.10161207	79186.76941407	79580.64967202	79061.89350655
2891.0000	79932.55646347	79770.64712745	80254.73879942	79879.81982462
2890.0000	80559.65821748	80714.18554856	80911.38806903	80780.21004589
2889.0000	80828.92301665	81336.37390455	81151.41319506	81197.58515930
2888.0000	80277.01391581	80934.05688364	80607.76452542	80612.65869631
2887.0000	78649.85563670	79110.89140916	78983.20817715	78722.33249189
2886.0000	75939.56357544	75946.68801889	76210.86538209	75637.19208929
2885.0000	72345.26164196	71969.12321439	72541.89219576	71850.73254680
2884.0000	68281.78688597	67896.22550097	68483.64502515	67955.48861988
2883.0000	64358.03995052	64288.82357581	64655.92866247	64415.40280691
2882.0000	61181.24385229	61407.74605575	61574.70778088	61547.62020163
2881.0000	59075.62217185	59335.32645688	59452.85524087	59548.07792199
2880.0000	57992.60627394	58117.81495232	58241.46692813	58456.99414529
2879.0000	57706.11665224	57776.24175813	57872.60327149	58161.72334144
2878.0000	58070.62376108	58257.72101315	58351.66888959	58497.30762253
2877.0000	59072.66102661	59405.00323029	59602.23619448	59366.67590806
2876.0000	60657.52028407	60980.96746144	61374.94510254	60762.57504318
2875.0000	62584.60021661	62768.88338181	63376.46789404	62640.53365540
2874.0000	64521.55955610	64630.92976880	65386.37020402	64762.90790667
2873.0000	66231.98356784	66404.08043978	67198.06754138	66729.48074012
2872.0000	67590.46491280	67819.88702766	68554.35802831	68201.14014522
2871.0000	68500.64700338	68675.29442601	69261.56837830	69071.75054110
2870.0000	68955.69637871	69040.65212124	69393.10371204	69460.18266024
2869.0000	69168.77268768	69200.08484504	69362.75026045	69650.15873762
2868.0000	69562.85459991	69515.03787748	69782.67968310	70071.23294330
2867.0000	70655.49621724	70487.99972643	71213.36108414	71254.17766214
2866.0000	72971.90373711	72797.09078328	74014.32589458	73745.43465381
2865.0000	77012.66934130	77052.51732476	78449.59011154	78061.08027542
2864.0000	83276.70990613	83594.73847946	84951.25396639	84692.82274669
2863.0000	92287.70239289	92676.31829399	94211.26539359	94125.54751102
2862.0000	104574.10072384	104789.42566114	106967.36080478	106887.03592485
2861.0000	120741.79990351	120766.18762254	123829.09572187	123627.09345807
2860.0000	141623.16497790	141616.57563586	145425.22390083	145107.36726975
2859.0000	168023.49305502	168124.33066519	172436.81242476	171970.32666959
2858.0000	199885.71916637	200160.97845011	204902.03069071	204203.65676868
2857.0000	235505.49009986	235974.68565608	241102.97901751	240297.84807629
2856.0000	271310.68805059	271914.95864461	277095.12376533	276498.36680789
2855.0000	302107.79333122	302778.98756693	307381.31394809	307025.83728566
2854.0000	322008.84723896	322825.18927550	326321.06731209	325762.90764418
2853.0000	326402.64029426	327518.99988223	329764.62078598	328601.05765574
2852.0000	314099.82031222	315504.23056583	316602.78544523	314967.97381274
2851.0000	287949.25297241	289457.13761512	289534.05322966	287838.88060672
2850.0000	253452.65078539	254915.29508819	254170.68100603	252576.43864848
2849.0000	216502.82161676	217856.29428211	216690.54398654	215139.32113810
2848.0000	181544.95765660	182733.70337110	181599.72012882	180183.54329338
2847.0000	150862.81970719	151883.81354512	151002.51430931	149939.21009302
2846.0000	125026.00647096	125950.44500597	125264.29114944	124549.28801400
2845.0000	103796.38970653	104613.99108926	104003.19146578	103376.90946292
2844.0000	86645.29002027	87218.98355275	86675.93751161	85962.12700326
2843.0000	72856.85635186	73154.99698622	72728.67070274	72015.05378428
2842.0000	61694.00252413	61928.48556215	61571.78647437	61044.03349180
2841.0000	52631.88318250	53031.78124577	52610.78494173	52353.35702522
2840.0000	45346.99493418	45885.55325843	45377.57520471	45344.64171403
2839.0000	39541.54154440	39998.09669987	39584.90802595	39650.12870462
2838.0000	34891.47435297	35131.98975062	34994.58978194	35013.18525696
2837.0000	31110.41696713	31213.59160144	31291.59627976	31191.00753293
2836.0000	27980.03958201	28102.18062620	28164.80055053	27988.55668215
2835.0000	25346.55775545	25549.25387346	25461.97909940	25289.51293102
2834.0000	23120.40210826	23359.13129602	23176.43981131	23024.06204775
2833.0000	21249.42067416	21460.22340869	21293.04114153	21137.28961616
2832.0000	19671.58221922	19809.54870018	19711.74257124	19566.67251273
2831.0000	18297.64207833	18339.72765762	18321.19125728	18212.45367598
2830.0000	17035.09304900	17015.41746896	17078.58814592	16961.43364972
2829.0000	15829.95759411	15843.21325856	15970.29917168	15766.74178593
2828.0000	14692.94067721	14803.42826748	14930.47644902	14653.31936348
2827.0000	13667.48210793	13838.58863925	13868.81023359	13621.28937686
2826.0000	12752.15379554	12907.58068195	12776.98129083	12615.13992146
2825.0000	11876.83387062	11991.89959452	11742.88983782	11619.99004935
2824.0000	10985.24946618	11069.03676321	10846.42680429	10706.93165393
2823.0000	10117.60361024	10146.18866666	10089.07760953	9936.09742872
2822.0000	9367.75763225	9301.28214119	9429.43667110	9281.53356308
2821.0000	8769.20750223	8625.27328356	8837.65187654	8690.99536750
2820.0000	8267.19980966	8128.58544438	8303.48265755	8158.10671194
2819.0000	7798.15580930	7743.86304926	7825.18053644	7699.82818551
2818.0000	7349.34284936	7403.76536065	7402.24515782	7312.62952937
2817.0000	6936.66928259	7078.22907892	7026.04789277	6978.56622904
2816.0000	6570.90398779	6752.00020548	6679.79468214	6680.47249120
2815.0000	6260.13070586	6411.56877357	6356.58964220	6399.69880934
2814.0000	6006.66843197	6066.55740734	6069.05700645	6124.85033894
2813.0000	5784.04246940	5758.25477231	5829.53956417	5862.47710106
2812.0000	5549.47791493	5520.41228258	5625.12897990	5620.93984265
2811.0000	5299.65297756	5335.85904547	5423.87945814	5395.52673625
2810.0000	5088.60972142	5158.48917740	5209.77637891	5186.50955172
2809.0000	4967.71575362	4980.81022047	5008.08138931	5017.07572269
2808.0000	4927.28514432	4851.40266863	4872.98724637	4918.09388462
2807.0000	4925.61621751	4823.01179043	4850.73114954	4908.01720343
2806.0000	4966.49783026	4917.41273513	4955.64109175	4998.18664454
2805.0000	5115.51475267	5143.81824832	5178.88106470	5203.16879888
2804.0000	5429.73591276	5506.54457898	5508.97707844	5529.11120690
2803.0000	5885.10771372	5971.52058200	5926.60094237	5948.60588028
2802.0000	6370.85219647	6446.12880639	6371.22707872	6384.72237904
2801.0000	6734.49316872	6804.69513806	6724.39865506	6718.56086293
2800.0000	6841.78361695	6931.73690902	6849.03869952	6829.20863438
2799.0000	6641.12688865	6763.29187998	6668.47369067	6655.08982926
2798.0000	6198.23328607	6322.47658251	6223.00737315	6232.44322717
2797.0000	5650.06886981	5721.01307086	5647.22757082	5673.33012304
2796.0000	5109.49342319	5106.15509345	5075.94599810	5101.88090829
2795.0000	4624.57050891	4587.15001618	4568.27390169	4602.16451905
2794.0000	4215.87423554	4194.69482570	4126.84618839	4204.20587769
2793.0000	3901.70478908	3893.97509536	3763.53585871	3897.10574530
2792.0000	3669.66817598	3635.87170328	3504.44548234	3652.27810002
2791.0000	3469.38807685	3403.87685208	3339.80003898	3444.97208407
2790.0000	3267.52464874	3211.32565953	3217.62237044	3263.37511445
2789.0000	3084.69654197	3060.66815460	3096.00513909	3104.55618002
2788.0000	2951.25370740	2932.31736579	2971.63099872	2967.31542527
2787.0000	2852.03185900	2819.53867350	2856.53197145	2848.24693394
2786.0000	2748.35064749	2738.93332264	2754.98811080	2741.11330067
2785.0000	2636.92799647	2687.46218744	2664.67369043	2639.58044881
2784.0000	2547.50205683	2624.41103410	2580.35927651	2540.44820150
2783.0000	2486.00722486	2523.24362850	2494.61152851	2443.84860745
2782.0000	2417.85189763	2410.65926240	2404.06360648	2353.62180757
2781.0000	2316.46718523	2326.40722109	2314.28933136	2278.32884387
2780.0000	2201.52851137	2273.77343664	2237.56958839	2224.90770988
2779.0000	2117.58977181	2236.09216075	2187.62315322	2188.94417073
2778.0000	2091.11348921	2209.60957026	2168.77857872	2159.80593893
2777.0000	2113.27144870	2189.88454121	2164.93947149	2137.83375912
2776.0000	2150.04439733	2157.36528584	2151.23784795	2135.48324141
2775.0000	2165.97318789	2110.55000258	2124.06433407	2156.58086996
2774.0000	2149.65126803	2086.38252747	2105.00812291	2184.04895104
2773.0000	2118.76413517	2112.25424355	2106.66290509	2194.18308660
2772.0000	2096.50397573	2159.08200214	2112.50375861	2177.24508767
2771.0000	2087.64935039	2176.05104938	2102.60051449	2140.15131063
2770.0000	2080.15864329	2153.86539681	2079.50155054	2093.53925408
2769.0000	2061.02348679	2119.62499765	2051.20862550	2040.52557849
2768.0000	2025.13246143	2084.99129093	2007.72019129	1978.12303392
2767.0000	1974.48191194	2037.16670687	1938.27556799	1907.83859352
2766.0000	1913.67717939	1972.05796052	1857.47979523	1839.79601850
2765.0000	1846.55815244	1898.67345638	1789.13490131	1780.76644052
2764.0000	1777.60777056	1814.71959102	1735.25612701	1722.41748545
2763.0000	1713.07585599	1714.71041969	1683.79605327	1653.00349511
2762.0000	1654.59772560	1621.13564849	1633.29938156	1580.36666097
2761.0000	1595.35567658	1569.67116351	1586.79904088	1528.88942359
2760.0000	1531.94367377	1559.25285826	1538.21869762	1509.20970992
2759.0000	1477.21175940	1551.01645613	1489.75311983	1504.57169622
2758.0000	1449.42740262	1521.43380430	1463.62247927	1493.53545258
2757.0000	1447.42623233	1484.94157273	1469.39088191	1473.21029613
2756.0000	1446.77891426	1460.27420960	1478.64350192	1452.10925940
2755.0000	1425.84235601	1444.60726782	1459.71484108	1432.02023938
2754.0000	1390.50804825	1426.13349488	1419.52237271	1407.47214912
2753.0000	1367.36431122	1398.76332661	1385.60424439	1376.83809526
2752.0000	1372.95963839	1362.52355736	1366.12352052	1346.38312437
2751.0000	1394.37943470	1326.14723418	1353.17300917	1325.39486506
2750.0000	1402.50216443	1305.31334031	1346.76305150	1318.39824576
2749.0000	1381.57545625	1306.25648713	1349.15557209	1318.87786609
2748.0000	1341.58747654	1318.92382262	1350.11503536	1312.71044961
2747.0000	1302.25421788	1331.41418508	1340.68110319	1292.95106226
2746.0000	1271.26274235	1337.41048453	1329.06873224	1269.15711662
2745.0000	1243.90634089	1329.45462644	1324.26278142	1257.23469402
2744.0000	1220.66688890	1305.16918801	1317.14748529	1262.69573570
2743.0000	1213.67810742	1279.64640316	1296.31104739	1278.50585727
2742.0000	1229.58563515	1270.54633247	1271.23373405	1294.91903176
2741.0000	1253.46534678	1272.67426260	1261.23475289	1303.74825772
2740.0000	1260.40352882	1266.92581636	1267.95471193	1296.68738419
2739.0000	1243.41629481	1250.60833703	1275.19974542	1272.09070988
2738.0000	1223.54714836	1240.27103675	1273.99591475	1246.15506864
2737.0000	1229.77670005	1247.56436415	1273.90297003	1245.13941489
2736.0000	1270.44442220	1267.80880848	1286.72653525	1278.68741850
2735.0000	1325.72115284	1291.44736580	1309.82038453	1328.76046103
2734.0000	1369.10007597	1316.24832635	1333.23896455	1371.27866906
2733.0000	1395.09667740	1346.56993428	1356.86029313	1400.00028644
2732.0000	1421.59759756	1384.26454022	1388.81990149	1422.92882416
2731.0000	1464.78462194	1422.69070362	1428.01016772	1446.15527287
2730.0000	1518.55895583	1452.20265315	1460.18372969	1470.39063020
2729.0000	1561.46896250	1470.39645029	1474.61040708	1494.37708303
2728.0000	1576.88180491	1481.57201048	1475.61316196	1512.39418753
2727.0000	1562.92310878	1487.51408314	1474.88869173	1515.93293302
2726.0000	1531.82412261	1487.40853778	1480.04029920	1506.93203435
2725.0000	1506.93463343	1487.10132060	1492.48092545	1503.86008306
2724.0000	1512.41661868	1498.97650344	1510.43014928	1526.24600915
